id,00:1A:70:F0:9C:4F, 00:80:48:51:e8:52, 00:03:52:8b:8d:10, 00:C0:23:B6:51:00, 00:03:52:8b:2a:60, 00:1e:e5:f7:29:df, 00:c0:23:6b:c5:f0, 00:80:48:51:E8:52, 40:4a:03:de:74:a0, 00:03:52:8b:85:00, 00:03:52:8B:2C:E1, 00:03:52:8B:2C:E0, 00:03:52:8B:2C:E3, 00:03:52:8B:2C:E2, 00:03:52:8B:2C:E4, 00:C0:23:B6:0E:12, 00:c0:23:b6:51:00, 00:03:52:94:5D:81, 00:03:52:94:5D:80, 00:03:52:94:5D:83, 00:03:52:94:5D:82, 00:03:52:94:5D:84, 00:1B:63:2D:5E:F9, 00:03:52:8b:89:10, 00:1a:70:f0:9c:4f, 00:24:b2:37:35:3e, 00:03:52:8B:8B:61, 00:03:52:8B:8B:60, 00:03:52:8B:8B:63, 00:03:52:8B:8B:62, 00:03:52:8B:8B:64, 00:1E:E5:F7:29:DF, 00:03:52:8B:85:04, 00:03:52:8B:85:02, 00:03:52:8B:85:03, 00:03:52:8B:85:00, 00:03:52:8B:85:01, 1e:a1:e7:08:c2:b8, 00:03:52:8b:2c:e0, 00:03:52:8B:87:24, 00:03:52:8B:87:22, 00:03:52:8B:87:23, 00:03:52:8B:87:20, 00:03:52:8B:87:21, 00:03:52:94:5d:80, 40:4A:03:DE:CD:FE, 00:24:7B:10:EE:60, 00:1e:e5:f6:f6:ed, 00:03:52:8B:2E:A4, 00:03:52:8B:2E:A3, 00:03:52:8B:2E:A2, 00:03:52:8B:2E:A1, 00:03:52:8B:2E:A0, 00:C0:23:6B:C5:F0, 00:03:52:8B:5F:64, d2:6b:9a:ad:b7:85, 00:03:52:8b:2e:a0, 00:03:52:8B:8D:12, 00:03:52:8B:8D:13, 00:03:52:8B:8D:10, 00:03:52:8B:8D:11, 00:03:52:8B:8D:14, 00:03:52:8a:e8:70, 00:03:52:8B:8C:E3, 00:03:52:8B:8C:E2, 00:03:52:8B:8C:E1, 00:03:52:8B:8C:E0, 00:03:52:8B:8C:E4, 5C:0E:8B:13:40:E0, 00:03:52:8b:24:c0, 00:03:52:8b:87:50, 00:24:01:e0:d1:7d, 1E:A1:E7:08:C2:B8, 00:03:52:8B:24:C4, 00:03:52:8B:24:C2, 00:03:52:8B:24:C3, 00:03:52:8B:24:C0, 00:03:52:8B:24:C1, 00:03:52:8B:2A:62, 00:03:52:8B:2A:63, 00:03:52:8B:2A:60, 00:03:52:8B:2A:61, 00:03:52:8B:2A:64, 40:4A:03:DE:74:A0, 00:03:52:8f:73:00, 00:03:52:8b:8b:60, 00:80:48:51:e8:74, 00:24:7b:10:ee:60, 00:03:52:8b:5f:60, 40:4a:03:de:cd:fe, 00:03:52:8B:87:54, 00:03:52:8B:87:53, 00:03:52:8B:87:52, 00:03:52:8B:87:51, 00:03:52:8B:87:50, 00:80:48:51:E8:74, 00:c0:23:b6:61:b0, 00:24:01:E0:D1:7D, 00:c0:23:b6:52:40, 00:03:52:8b:87:20, 00:03:52:8F:73:04, 00:03:52:8F:73:03, 00:03:52:8F:73:02, 00:03:52:8F:73:01, 00:03:52:8F:73:00, 00:03:52:8B:5F:60, 00:03:52:8B:5F:61, 00:03:52:8B:5F:62, 00:03:52:8B:5F:63, 00:03:52:8A:E8:72, 00:03:52:8A:E8:70, 00:03:52:8A:E8:71, 5C:0E:8B:13:B7:40, 00:03:52:8b:53:f0, 00:1E:E5:F6:F6:ED, 00:03:52:8b:8c:e0, 00:c0:23:b7:8c:f0
583,-95, -95, -83, -95, -77, -70, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -78, -69, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -70, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95
584,-95, -95, -86, -95, -77, -81, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -83, -83, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -48, -78, -95, -95, -95, -62, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95
585,-95, -82, -95, -95, -95, -95, -95, -95, -71, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -29, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -74, -90, -80, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95
586,-95, -87, -95, -95, -95, -95, -95, -95, -82, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -45, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -84, -91, -82, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95
587,-58, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -77, -77, -77, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -69, -79, -95, -95, -95, -95, -95, -95, -95, -95, -64, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -85, -27, -28, -29, -30, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -71, -95, -78, -78, -79, -70, -70, -70, -71, -95, -95, -95, -95, -95, -95, -95, -95
588,-67, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -75, -76, -76, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -95, -82, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -54, -95, -95, -95, -86, -86, -86, -88, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -80, -79, -80, -79, -80, -95, -95, -95, -95, -83, -95, -95, -95, -53, -95, -95, -95, -95, -95, -95, -49, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -68, -68, -68, -68, -51, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95
589,-95, -68, -82, -95, -78, -95, -95, -95, -87, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -49, -95, -64, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95
590,-59, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -77, -77, -77, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -82, -79, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -86, -95, -95, -95, -95, -95, -95, -95, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -30, -30, -29, -32, -30, -95, -95, -95, -95, -95, -64, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -79, -78, -77, -95, -95, -95, -95, -95, -95, -95, -95
591,-95, -95, -82, -95, -74, -85, -95, -95, -75, -55, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -87, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -62, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -85, -75, -95, -59, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
592,-95, -95, -83, -95, -95, -95, -95, -95, -69, -90, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -81, -89, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95
593,-95, -87, -95, -95, -95, -95, -95, -95, -87, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -40, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95, -85, -91, -85, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95
594,-59, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -74, -77, -75, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -74, -95, -95, -95, -95, -95, -95, -95, -95, -68, -86, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -82, -82, -83, -95, -84, -70, -95, -95, -95, -95, -95, -95, -95, -28, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -78, -76, -74, -75, -75, -95, -95, -95, -95, -95, -95, -95, -95
595,-95, -95, -69, -95, -84, -86, -95, -95, -83, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -84, -95, -91, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
596,-64, -95, -95, -95, -95, -95, -95, -68, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -47, -85, -56, -47, -95, -95, -65, -64, -77, -64, -57, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -52, -95, -95, -95, -95, -95, -95, -95, -95, -76, -76, -75, -76, -74, -75, -95, -95, -95, -77, -95, -95, -95, -95, -95, -55, -55, -61, -76, -55, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -52, -95, -95, -95, -95, -84, -83, -84, -82, -83, -50, -53, -53, -53, -95, -95, -95, -78, -95, -95, -95, -95
597,-95, -95, -79, -95, -74, -75, -95, -95, -61, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -59, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -85, -69, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -51, -70, -95, -95, -95, -67, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -70, -95
598,-95, -95, -87, -95, -82, -82, -95, -95, -78, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -91, -95, -95, -95, -95, -95, -95, -95, -95, -67, -95, -95, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -82, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -65, -85, -79, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95
599,-95, -95, -95, -95, -86, -79, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -90, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -80, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -64, -84, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -95
600,-95, -95, -86, -95, -80, -78, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -71, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -60, -95, -95, -95, -95, -95, -60, -95, -95, -95, -95, -95, -95, -88, -73, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -54, -73, -95, -95, -95, -68, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95
601,-95, -95, -80, -95, -72, -77, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -85, -68, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -67, -69, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -70, -95
602,-95, -82, -95, -95, -95, -95, -95, -95, -71, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -34, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -95, -82, -89, -81, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95
603,-95, -95, -76, -95, -82, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -51, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -69, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -70, -79, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95
604,-95, -95, -87, -95, -72, -74, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -88, -95, -95, -95, -95, -95, -81, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -82, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -90, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -90
605,-95, -95, -81, -95, -81, -85, -95, -95, -60, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -78, -95, -95, -95, -95, -95, -95, -79, -69, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -46, -71, -95, -95, -95, -61, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -60, -95
606,-95, -95, -80, -95, -84, -86, -95, -95, -56, -67, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -43, -83, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -66, -81, -81, -95, -69, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95
607,-95, -83, -86, -95, -85, -95, -95, -95, -80, -68, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -47, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -56, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -95, -83, -95, -72, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95
608,-95, -95, -69, -95, -90, -95, -95, -95, -81, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -93, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -87, -81, -75, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
609,-95, -95, -86, -95, -81, -81, -95, -95, -61, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -55, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -86, -78, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -45, -75, -95, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -52, -95
610,-95, -95, -95, -95, -95, -95, -95, -95, -80, -69, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -42, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -84, -95, -81, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95
611,-95, -85, -95, -95, -87, -95, -95, -95, -75, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -37, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -82, -95, -75, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95
612,-95, -95, -86, -95, -81, -79, -95, -95, -66, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -86, -74, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -50, -75, -95, -95, -95, -63, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -53, -95
613,-95, -84, -95, -95, -95, -95, -95, -95, -77, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -28, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -74, -90, -83, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95
614,-95, -95, -79, -95, -85, -88, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -84, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -75, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -73, -87, -95, -95, -78, -95, -95, -95, -95, -95, -95, -83, -95, -90, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -71, -95
615,-61, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -78, -77, -78, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -74, -80, -82, -74, -95, -95, -95, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -29, -28, -29, -28, -29, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -70, -68, -69, -68, -67, -73, -76, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95
616,-95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -80, -70, -72, -73, -95, -95, -95, -95, -95, -95, -95, -55, -95, -95, -95, -95, -58, -95, -95, -95, -65, -95, -95, -95, -95, -95, -95, -95, -73, -60, -61, -57, -59, -95, -69, -95, -95, -70, -70, -70, -70, -70, -95, -95, -95, -95, -95, -95, -65, -95, -95, -95, -95, -95, -95, -68, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -59, -81, -59, -58, -64, -95, -95, -95, -95, -95, -95, -95, -69, -69, -69, -95, -56, -95, -95, -95, -95, -95, -95, -62, -62, -62, -61, -95, -95, -95, -95, -73, -78, -73, -83, -95, -67, -95, -95
