id,00:1A:70:F0:9C:4F, 00:80:48:51:e8:52, 00:03:52:8b:8d:10, 00:C0:23:B6:51:00, 00:03:52:8b:2a:60, 00:1e:e5:f7:29:df, 00:c0:23:6b:c5:f0, 00:80:48:51:E8:52, 40:4a:03:de:74:a0, 00:03:52:8b:85:00, 00:03:52:8B:2C:E1, 00:03:52:8B:2C:E0, 00:03:52:8B:2C:E3, 00:03:52:8B:2C:E2, 00:03:52:8B:2C:E4, 00:C0:23:B6:0E:12, 00:c0:23:b6:51:00, 00:03:52:94:5D:81, 00:03:52:94:5D:80, 00:03:52:94:5D:83, 00:03:52:94:5D:82, 00:03:52:94:5D:84, 00:1B:63:2D:5E:F9, 00:03:52:8b:89:10, 00:1a:70:f0:9c:4f, 00:24:b2:37:35:3e, 00:03:52:8B:8B:61, 00:03:52:8B:8B:60, 00:03:52:8B:8B:63, 00:03:52:8B:8B:62, 00:03:52:8B:8B:64, 00:1E:E5:F7:29:DF, 00:03:52:8B:85:04, 00:03:52:8B:85:02, 00:03:52:8B:85:03, 00:03:52:8B:85:00, 00:03:52:8B:85:01, 1e:a1:e7:08:c2:b8, 00:03:52:8b:2c:e0, 00:03:52:8B:87:24, 00:03:52:8B:87:22, 00:03:52:8B:87:23, 00:03:52:8B:87:20, 00:03:52:8B:87:21, 00:03:52:94:5d:80, 40:4A:03:DE:CD:FE, 00:24:7B:10:EE:60, 00:1e:e5:f6:f6:ed, 00:03:52:8B:2E:A4, 00:03:52:8B:2E:A3, 00:03:52:8B:2E:A2, 00:03:52:8B:2E:A1, 00:03:52:8B:2E:A0, 00:C0:23:6B:C5:F0, 00:03:52:8B:5F:64, d2:6b:9a:ad:b7:85, 00:03:52:8b:2e:a0, 00:03:52:8B:8D:12, 00:03:52:8B:8D:13, 00:03:52:8B:8D:10, 00:03:52:8B:8D:11, 00:03:52:8B:8D:14, 00:03:52:8a:e8:70, 00:03:52:8B:8C:E3, 00:03:52:8B:8C:E2, 00:03:52:8B:8C:E1, 00:03:52:8B:8C:E0, 00:03:52:8B:8C:E4, 5C:0E:8B:13:40:E0, 00:03:52:8b:24:c0, 00:03:52:8b:87:50, 00:24:01:e0:d1:7d, 1E:A1:E7:08:C2:B8, 00:03:52:8B:24:C4, 00:03:52:8B:24:C2, 00:03:52:8B:24:C3, 00:03:52:8B:24:C0, 00:03:52:8B:24:C1, 00:03:52:8B:2A:62, 00:03:52:8B:2A:63, 00:03:52:8B:2A:60, 00:03:52:8B:2A:61, 00:03:52:8B:2A:64, 40:4A:03:DE:74:A0, 00:03:52:8f:73:00, 00:03:52:8b:8b:60, 00:80:48:51:e8:74, 00:24:7b:10:ee:60, 00:03:52:8b:5f:60, 40:4a:03:de:cd:fe, 00:03:52:8B:87:54, 00:03:52:8B:87:53, 00:03:52:8B:87:52, 00:03:52:8B:87:51, 00:03:52:8B:87:50, 00:80:48:51:E8:74, 00:c0:23:b6:61:b0, 00:24:01:E0:D1:7D, 00:c0:23:b6:52:40, 00:03:52:8b:87:20, 00:03:52:8F:73:04, 00:03:52:8F:73:03, 00:03:52:8F:73:02, 00:03:52:8F:73:01, 00:03:52:8F:73:00, 00:03:52:8B:5F:60, 00:03:52:8B:5F:61, 00:03:52:8B:5F:62, 00:03:52:8B:5F:63, 00:03:52:8A:E8:72, 00:03:52:8A:E8:70, 00:03:52:8A:E8:71, 5C:0E:8B:13:B7:40, 00:03:52:8b:53:f0, 00:1E:E5:F6:F6:ED, 00:03:52:8b:8c:e0, 00:c0:23:b7:8c:f0
185,-95, -95, -74, -95, -66, -77, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -78, -65, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -67, -71, -95, -95, -95, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95
186,-95, -95, -86, -95, -87, -92, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -62, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -82, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -83, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
187,-95, -95, -78, -95, -70, -70, -95, -95, -83, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -78, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -78, -70, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -64, -53, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -64, -95
188,-95, -95, -76, -95, -77, -86, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -88, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -76, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -90, -95, -95, -95, -95, -95, -95, -88, -73, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -81, -83, -95, -84, -91, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95
189,-95, -85, -95, -95, -95, -95, -95, -95, -77, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -61, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -30, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95, -75, -95, -80, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95
190,-63, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -75, -77, -77, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -82, -82, -83, -95, -95, -95, -95, -95, -95, -95, -95, -67, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95, -83, -95, -82, -95, -95, -95, -85, -24, -24, -24, -44, -24, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95
191,-95, -95, -82, -95, -71, -70, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -83, -95, -95, -95, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -83, -71, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -54, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95
192,-95, -95, -95, -95, -78, -83, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -67, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -69, -86, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95
193,-66, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -76, -74, -75, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -73, -71, -71, -71, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -81, -80, -82, -95, -95, -73, -95, -95, -95, -95, -30, -29, -30, -30, -30, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -95, -95, -95, -95, -77, -77, -95, -95, -77, -75, -74, -74, -74, -95, -95, -95, -95, -95, -95, -95, -95
194,-95, -95, -85, -95, -68, -73, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -85, -68, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -46, -78, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95
195,-64, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -79, -76, -76, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -78, -78, -76, -80, -95, -95, -95, -95, -95, -95, -95, -95, -75, -86, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -30, -29, -30, -28, -30, -95, -95, -95, -95, -95, -67, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -74, -74, -73, -74, -73, -74, -74, -74, -74, -95, -95, -95, -95, -95, -95, -95, -95
196,-61, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -76, -77, -75, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -75, -74, -95, -95, -95, -95, -95, -95, -95, -95, -73, -86, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -82, -82, -83, -95, -84, -70, -95, -95, -95, -95, -95, -95, -95, -29, -95, -95, -95, -95, -95, -95, -67, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -71, -71, -72, -95, -71, -75, -74, -75, -75, -95, -95, -95, -95, -95, -95, -95, -95
197,-95, -95, -86, -95, -95, -95, -95, -95, -62, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -51, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -61, -95, -82, -95, -78, -68, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95
198,-95, -95, -84, -95, -89, -85, -95, -95, -60, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -82, -95, -95, -69, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -75, -77, -78, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -46, -83, -95, -95, -95, -57, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -69, -95
199,-95, -95, -82, -95, -75, -85, -95, -95, -75, -58, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -46, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -62, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -85, -70, -95, -59, -72, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
200,-95, -83, -83, -95, -88, -89, -95, -95, -73, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -70, -83, -95, -95, -95, -95, -95, -57, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -54, -84, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -83, -79, -77, -83, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -56, -95
201,-58, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -77, -77, -77, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -79, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -86, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -30, -30, -29, -29, -30, -95, -95, -95, -95, -95, -64, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -74, -74, -74, -95, -95, -95, -95, -95, -95, -95, -95
202,-95, -95, -95, -95, -95, -75, -88, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -56, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -68, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95
203,-95, -85, -95, -95, -75, -95, -95, -95, -95, -51, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -63, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95
204,-95, -95, -80, -95, -89, -85, -95, -95, -66, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -81, -95, -95, -69, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -82, -95, -95, -95, -95, -95, -95, -73, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -67, -83, -95, -95, -95, -65, -95, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95
205,-95, -85, -95, -95, -95, -95, -95, -95, -73, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -59, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -31, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -75, -90, -82, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95
206,-95, -85, -95, -95, -95, -95, -95, -95, -77, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -32, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -75, -95, -81, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95
207,-95, -95, -76, -95, -87, -79, -95, -95, -73, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -59, -95, -95, -95, -95, -95, -65, -95, -95, -95, -95, -95, -95, -95, -78, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -81, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -71, -95
208,-95, -95, -82, -95, -77, -86, -95, -95, -76, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -78, -95, -95, -95, -95, -95, -81, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -62, -95, -95, -95, -95, -95, -95, -95, -76, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -59, -76, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -59, -85
209,-95, -95, -95, -95, -95, -90, -95, -95, -88, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -57, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95
210,-95, -82, -75, -95, -59, -86, -95, -95, -82, -47, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -55, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -88, -95, -95, -95, -95, -95, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -68, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -58, -81, -53, -82, -95, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95
211,-95, -95, -76, -95, -73, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -77, -95, -95, -95, -95, -95, -95, -95, -95, -81, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95, -95, -95, -95, -95, -72, -95, -95, -95, -95, -95, -95, -95, -63, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -68, -65, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -72, -95
212,-95, -95, -76, -95, -78, -82, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -88, -95, -95, -95, -95, -95, -95, -88, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -81, -95, -95, -95, -95, -95, -83, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -88, -81, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -83, -83, -95, -84, -91, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95
213,-95, -95, -83, -95, -72, -82, -95, -95, -61, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -73, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95, -95, -95, -95, -95, -95, -95, -95, -64, -95, -95, -95, -95, -95, -73, -95, -95, -95, -95, -95, -95, -78, -69, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -50, -71, -95, -95, -95, -64, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -66, -95
214,-95, -85, -82, -95, -88, -95, -95, -95, -67, -84, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -82, -95, -95, -95, -95, -95, -70, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -82, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -83, -87, -95, -80, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -58, -95
215,-95, -73, -95, -95, -75, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -79, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -89, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -43, -95, -57, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95
216,-95, -95, -84, -95, -82, -95, -95, -95, -66, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -74, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -65, -95, -84, -95, -83, -69, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -84, -95
217,-95, -85, -82, -95, -88, -95, -95, -95, -86, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -83, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -83, -84, -80, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -73, -87, -87, -95, -80, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -63, -95
218,-95, -95, -86, -95, -80, -83, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -87, -95, -95, -95, -95, -95, -95, -95, -95, -85, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -86, -61, -95, -95, -95, -95, -95, -95, -95, -95, -80, -95, -95, -95, -95, -95, -95, -95, -95, -68, -95, -95, -95, -95, -95, -66, -95, -95, -95, -95, -95, -95, -88, -78, -81, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -54, -73, -95, -95, -95, -71, -95, -95, -95, -95, -95, -95, -95, -95, -95, -75, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -95, -62, -95
