1308685692.45 00:03:52:8F:73:00 -73
1308685692.45 40:4A:03:DE:CD:FE -76
1308685692.45 00:1A:70:F0:9C:4F -55
1308685692.45 00:03:52:8B:24:C0 -27
1308685692.45 00:03:52:8B:5F:60 -69
1308685692.45 00:03:52:8B:85:00 -72
1308685692.45 00:80:48:51:E8:74 -80
1308685692.45 00:80:48:51:E8:52 -87
1308685692.45 00:03:52:8B:85:01 -85
1308685692.45 00:03:52:8B:85:03 -71
1308685692.45 00:03:52:8B:85:04 -72
1308685692.45 00:03:52:8B:5F:61 -67
1308685692.45 00:03:52:8B:5F:62 -70
1308685692.45 00:03:52:8B:5F:63 -70
1308685692.45 00:03:52:8B:5F:64 -70
1308685700.25 00:03:52:8F:73:00 -63
1308685700.25 40:4A:03:DE:CD:FE -69
1308685700.25 00:1A:70:F0:9C:4F -60
1308685700.25 00:03:52:8B:24:C0 -24
1308685700.25 00:03:52:8B:5F:60 -75
1308685700.25 00:03:52:8B:85:00 -78
1308685700.25 00:80:48:51:E8:74 -81
1308685700.25 00:80:48:51:E8:52 -86
1308685700.25 00:03:52:8B:85:04 -70
1308685700.25 00:03:52:8B:5F:61 -75
1308685700.25 00:03:52:8B:5F:62 -74
1308685700.25 00:03:52:8B:5F:63 -72
1308685700.25 00:03:52:8B:5F:64 -74
1308685700.25 5C:0E:8B:13:40:E0 -70
1308685700.25 00:03:52:8B:85:02 -71
1308685700.25 1E:A1:E7:08:C2:B8 -88
1308685706.02 00:03:52:8F:73:00 -54
1308685706.02 40:4A:03:DE:CD:FE -69
1308685706.02 00:1A:70:F0:9C:4F -66
1308685706.02 00:03:52:8B:24:C0 -40
1308685706.02 00:03:52:8B:5F:60 -72
1308685706.02 00:03:52:8B:85:00 -72
1308685706.02 00:80:48:51:E8:74 -81
1308685706.02 00:80:48:51:E8:52 -86
1308685706.02 00:03:52:8B:85:04 -70
1308685706.02 00:03:52:8B:5F:61 -77
1308685706.02 00:03:52:8B:5F:62 -73
1308685706.02 00:03:52:8B:5F:63 -77
1308685706.02 00:03:52:8B:5F:64 -73
1308685706.02 5C:0E:8B:13:40:E0 -77
1308685706.02 00:03:52:8B:85:02 -71
1308685706.02 1E:A1:E7:08:C2:B8 -88
1308685706.02 00:24:7B:10:EE:60 -88
1308685711.89 00:03:52:8F:73:00 -57
1308685711.89 40:4A:03:DE:CD:FE -52
1308685711.89 00:1A:70:F0:9C:4F -70
1308685711.89 00:03:52:8B:24:C0 -52
1308685711.89 00:03:52:8B:5F:60 -75
1308685711.89 00:03:52:8B:85:00 -72
1308685711.89 00:80:48:51:E8:74 -86
1308685711.89 00:03:52:8B:85:04 -74
1308685711.89 00:03:52:8B:5F:61 -77
1308685711.89 00:03:52:8B:5F:62 -73
1308685711.89 00:03:52:8B:5F:63 -77
1308685711.89 00:03:52:8B:5F:64 -73
1308685711.89 5C:0E:8B:13:40:E0 -77
1308685711.89 00:03:52:8B:85:02 -74
1308685711.89 00:24:7B:10:EE:60 -88
1308685711.89 00:03:52:8B:2E:A0 -90
1308685711.89 00:03:52:8B:2E:A2 -89
1308685711.89 00:03:52:8B:2E:A3 -89
1308685711.89 00:03:52:8B:2E:A4 -90
1308685711.89 00:03:52:8B:8D:10 -84
1308685711.89 40:4A:03:DE:74:A0 -58
1308685711.89 00:03:52:8F:73:01 -58
1308685711.89 00:03:52:8F:73:02 -57
1308685711.89 00:03:52:8F:73:03 -59
1308685711.89 00:03:52:8B:85:03 -74
1308685711.89 00:03:52:8B:24:C1 -50
1308685711.89 00:03:52:8B:24:C2 -48
1308685711.89 00:03:52:8B:24:C3 -48
1308685711.89 00:03:52:8B:24:C4 -47
1308685711.89 00:03:52:8A:E8:70 -92
1308685711.89 00:03:52:8A:E8:71 -92
1308685711.89 00:03:52:8A:E8:72 -91
1308685716.66 00:03:52:8F:73:00 -53
1308685716.66 40:4A:03:DE:CD:FE -49
1308685716.66 00:1A:70:F0:9C:4F -75
1308685716.66 00:03:52:8B:24:C0 -62
1308685716.66 00:03:52:8B:5F:60 -79
1308685716.66 00:80:48:51:E8:74 -86
1308685716.66 00:03:52:8B:85:04 -74
1308685716.66 00:03:52:8B:5F:61 -81
1308685716.66 00:03:52:8B:5F:62 -77
1308685716.66 00:03:52:8B:5F:63 -77
1308685716.66 00:03:52:8B:5F:64 -81
1308685716.66 00:03:52:8B:85:02 -74
1308685716.66 00:03:52:8B:2E:A0 -84
1308685716.66 00:03:52:8B:2E:A2 -88
1308685716.66 00:03:52:8B:2E:A3 -89
1308685716.66 00:03:52:8B:2E:A4 -90
1308685716.66 00:03:52:8B:8D:10 -84
1308685716.66 40:4A:03:DE:74:A0 -54
1308685716.66 00:03:52:8F:73:01 -58
1308685716.66 00:03:52:8F:73:02 -57
1308685716.66 00:03:52:8F:73:03 -59
1308685716.66 00:03:52:8B:85:03 -74
1308685716.66 00:03:52:8B:24:C1 -50
1308685716.66 00:03:52:8B:24:C2 -48
1308685716.66 00:03:52:8B:24:C3 -48
1308685716.66 00:03:52:8B:24:C4 -47
1308685716.66 00:03:52:8A:E8:70 -92
1308685716.66 00:03:52:8A:E8:71 -92
1308685716.66 00:03:52:8A:E8:72 -91
1308685720.93 00:03:52:8F:73:00 -52
1308685720.93 40:4A:03:DE:CD:FE -47
1308685720.93 00:1A:70:F0:9C:4F -68
1308685720.93 00:03:52:8B:24:C0 -49
1308685720.93 00:03:52:8B:5F:60 -79
1308685720.93 00:80:48:51:E8:74 -86
1308685720.93 00:03:52:8B:85:04 -76
1308685720.93 00:03:52:8B:5F:61 -81
1308685720.93 00:03:52:8B:5F:62 -77
1308685720.93 00:03:52:8B:5F:63 -77
1308685720.93 00:03:52:8B:5F:64 -81
1308685720.93 00:03:52:8B:85:02 -75
1308685720.93 00:03:52:8B:2E:A0 -77
1308685720.93 00:03:52:8B:2E:A2 -75
1308685720.93 00:03:52:8B:2E:A3 -79
1308685720.93 00:03:52:8B:2E:A4 -75
1308685720.93 00:03:52:8B:8D:10 -72
1308685720.93 40:4A:03:DE:74:A0 -51
1308685720.93 00:03:52:8F:73:01 -58
1308685720.93 00:03:52:8F:73:02 -57
1308685720.93 00:03:52:8F:73:03 -59
1308685720.93 00:03:52:8B:85:03 -76
1308685720.93 00:03:52:8B:24:C1 -52
1308685720.93 00:03:52:8B:24:C2 -54
1308685720.93 00:03:52:8B:24:C3 -53
1308685720.93 00:03:52:8B:24:C4 -53
1308685720.93 00:03:52:8A:E8:70 -84
1308685720.93 00:03:52:8A:E8:71 -92
1308685720.93 00:03:52:8A:E8:72 -91
1308685720.93 00:24:7B:10:EE:60 -87
1308685720.93 00:03:52:8B:2E:A1 -78
1308685720.93 00:03:52:8B:8C:E0 -74
1308685720.93 00:03:52:8B:85:00 -77
1308685725.11 00:03:52:8F:73:00 -47
1308685725.11 40:4A:03:DE:CD:FE -47
1308685725.11 00:1A:70:F0:9C:4F -73
1308685725.11 00:03:52:8B:24:C0 -55
1308685725.11 00:03:52:8B:5F:60 -79
1308685725.11 00:03:52:8B:85:04 -76
1308685725.11 00:03:52:8B:5F:61 -81
1308685725.11 00:03:52:8B:5F:62 -77
1308685725.11 00:03:52:8B:5F:63 -77
1308685725.11 00:03:52:8B:5F:64 -81
1308685725.11 00:03:52:8B:85:02 -75
1308685725.11 00:03:52:8B:2E:A0 -70
1308685725.11 00:03:52:8B:2E:A2 -75
1308685725.11 00:03:52:8B:2E:A3 -72
1308685725.11 00:03:52:8B:2E:A4 -74
1308685725.11 00:03:52:8B:8D:10 -80
1308685725.11 40:4A:03:DE:74:A0 -51
1308685725.11 00:03:52:8B:85:03 -76
1308685725.11 00:03:52:8B:24:C1 -53
1308685725.11 00:03:52:8B:24:C2 -55
1308685725.11 00:03:52:8B:24:C3 -51
1308685725.11 00:03:52:8B:24:C4 -53
1308685725.11 00:03:52:8A:E8:70 -84
1308685725.11 00:03:52:8A:E8:71 -79
1308685725.11 00:03:52:8A:E8:72 -80
1308685725.11 00:24:7B:10:EE:60 -87
1308685725.11 00:03:52:8B:2E:A1 -70
1308685725.11 00:03:52:8B:8C:E0 -73
1308685725.11 00:03:52:8B:85:00 -77
1308685728.78 00:03:52:8F:73:00 -42
1308685728.78 40:4A:03:DE:CD:FE -40
1308685728.78 00:1A:70:F0:9C:4F -82
