timestamp,00:03:52:8B:24:C0,00:03:52:8B:53:F4,00:03:52:8B:53:F3,00:03:52:8B:53:F2,00:03:52:8B:53:F1,00:03:52:8B:53:F0,00:80:48:51:E8:52,1E:A1:E7:08:C2:B8,00:03:52:8B:2C:E0,00:03:52:8B:2C:E3,00:03:52:8B:2C:E2,00:03:52:8B:2C:E4,00:03:52:94:5D:81,00:03:52:94:5D:80,00:03:52:94:5D:83,00:03:52:94:5D:82,00:03:52:94:5D:84,00:1B:63:2D:5E:F9,00:03:52:8B:8B:61,00:03:52:8B:8B:60,00:03:52:8B:8B:63,00:03:52:8B:8B:62,00:03:52:8B:8B:64,00:1E:E5:F7:29:DF,00:03:52:8B:85:04,00:03:52:8B:85:02,00:03:52:8B:85:03,00:03:52:8B:85:00,00:03:52:8B:85:01,00:03:52:8B:87:24,00:03:52:8B:87:22,00:03:52:8B:87:23,00:03:52:8B:87:20,00:03:52:8B:87:21,00:24:7B:10:EE:60,26:AB:81:D1:88:73,00:03:52:8B:2E:A4,00:03:52:8B:2E:A3,00:03:52:8B:2E:A2,00:03:52:8B:2E:A1,00:03:52:8B:2E:A0,00:A0:F8:C3:BF:5A,00:03:52:8A:E8:72,00:03:52:8B:8D:12,00:03:52:8B:8D:13,00:03:52:8B:8D:10,00:03:52:8B:8D:11,00:03:52:8B:8D:14,00:03:52:8B:8C:E3,00:03:52:8B:8C:E2,00:03:52:8B:8C:E1,00:03:52:8B:8C:E0,00:A0:F8:DD:17:2A,00:03:52:8B:8C:E4,5C:0E:8B:13:40:E0,00:03:52:8B:37:61,00:03:52:8B:37:60,00:03:52:8B:37:63,00:03:52:8B:37:62,00:03:52:8B:37:64,00:A0:F8:C3:BD:75,00:03:52:8B:2C:E1,00:03:52:8B:24:C4,00:03:52:8B:24:C2,00:03:52:8B:24:C3,00:1A:70:F0:9C:4F,00:03:52:8B:24:C1,00:03:52:8B:2A:62,00:03:52:8B:2A:63,00:03:52:8B:2A:60,00:03:52:8B:2A:61,00:03:52:8B:2A:64,40:4A:03:DE:74:A0,00:03:52:8B:87:54,00:03:52:8B:87:53,00:03:52:8B:87:52,00:03:52:8B:87:51,00:03:52:8B:87:50,00:80:48:51:E8:74,00:24:01:E0:D1:7D,00:03:52:8F:73:04,00:03:52:8F:73:03,00:03:52:8F:73:02,00:03:52:8F:73:01,00:03:52:8F:73:00,00:03:52:8B:5F:60,00:03:52:8B:5F:61,00:03:52:8B:5F:62,00:03:52:8B:5F:63,00:03:52:8B:5F:64,00:03:52:8A:E8:70,00:03:52:8A:E8:71,00:03:52:8B:29:40,00:03:52:8B:29:41,00:03:52:8B:29:42,00:03:52:8B:29:43,00:03:52:8B:29:44,5C:0E:8B:13:B7:40,00:1E:E5:F6:F6:ED
830,-80,-95,-95,-95,-95,-95,-78,-79,-95,-95,-95,-95,-87,-87,-86,-87,-87,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-45,-95,-63,-62,-61,-62,-64,-95,-86,-95,-95,-95,-95,-95,-95,-95,-84,-84,-84,-86,-84,-95,-95,-95,-70,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-63,-95,-89,-88,-89,-88,-88,-92,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
794,-88,-95,-95,-95,-95,-95,-67,-72,-95,-95,-95,-95,-79,-77,-78,-80,-78,-95,-95,-95,-95,-95,-95,-95,-74,-74,-74,-62,-74,-79,-74,-79,-79,-76,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-77,-74,-95,-76,-59,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-84,-85,-73,-68,-64,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-62,-95,-95,-95,-95,-95,-95,-91,-91,-91,-95,-95,-95,-95
837,-74,-95,-95,-95,-95,-95,-80,-83,-95,-95,-95,-95,-69,-70,-79,-77,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-39,-95,-61,-61,-61,-69,-62,-95,-87,-95,-95,-95,-95,-95,-95,-95,-81,-81,-82,-80,-82,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-65,-65,-63,-64,-61,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-95,-47,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
790,-88,-91,-92,-91,-91,-91,-67,-79,-95,-95,-95,-95,-79,-77,-78,-80,-78,-95,-95,-95,-95,-95,-95,-95,-74,-74,-74,-71,-74,-80,-80,-80,-80,-78,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-95,-75,-76,-77,-78,-77,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-47,-95,-95,-95,-95,-95,-95,-91,-91,-91,-95,-95,-95,-95
798,-88,-95,-95,-95,-95,-95,-71,-74,-95,-95,-95,-95,-74,-75,-74,-74,-74,-95,-95,-95,-95,-95,-95,-95,-95,-85,-82,-73,-82,-70,-71,-71,-74,-73,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-76,-77,-74,-95,-82,-64,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-74,-73,-87,-68,-76,-95,-95,-95,-95,-95,-95,-53,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-91,-91,-91,-95,-95,-95,-95
443,-88,-95,-95,-95,-95,-95,-95,-95,-75,-74,-71,-72,-86,-86,-87,-86,-86,-69,-95,-66,-95,-95,-95,-80,-95,-95,-95,-95,-95,-84,-95,-75,-75,-95,-95,-95,-63,-63,-63,-63,-64,-95,-63,-95,-95,-95,-95,-95,-64,-64,-63,-61,-95,-64,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-71,-68,-67,-68,-68,-62,-95,-95,-95,-95,-65,-95,-82,-43,-46,-95,-95,-43,-95,-95,-95,-95,-95,-62,-63,-95,-95,-95,-95,-95,-88,-83
3,-32,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-86,-95,-84,-86,-84,-95,-95,-95,-95,-95,-95,-95,-88,-86,-95,-88,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-86,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-84,-95,-71,-72,-73,-95,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
520,-95,-95,-95,-95,-95,-95,-95,-95,-68,-74,-67,-65,-95,-95,-95,-95,-95,-68,-95,-69,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-57,-57,-60,-59,-59,-95,-67,-78,-85,-95,-78,-81,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-68,-95,-88,-95,-95,-95,-65,-57,-65,-64,-64,-73,-95,-95,-95,-95,-61,-95,-87,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-60,-67,-95,-95,-95,-95,-95,-81,-66
368,-95,-95,-95,-95,-95,-95,-95,-95,-63,-62,-63,-63,-95,-95,-95,-95,-95,-71,-95,-70,-95,-95,-95,-88,-95,-95,-95,-95,-95,-84,-86,-84,-88,-95,-95,-95,-71,-52,-55,-95,-47,-95,-66,-89,-88,-88,-95,-88,-63,-64,-62,-69,-95,-64,-95,-95,-95,-95,-95,-95,-95,-63,-95,-95,-95,-95,-95,-82,-78,-78,-81,-80,-95,-51,-51,-51,-50,-68,-95,-88,-53,-53,-53,-53,-50,-95,-95,-95,-95,-95,-50,-92,-95,-95,-95,-95,-95,-95,-75
312,-95,-95,-95,-95,-95,-95,-95,-89,-81,-80,-83,-84,-95,-95,-95,-95,-95,-62,-64,-59,-59,-59,-60,-64,-95,-95,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-70,-71,-70,-71,-71,-95,-72,-61,-61,-62,-61,-61,-67,-95,-95,-67,-95,-67,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-84,-87,-53,-60,-90,-82,-95,-95,-95,-95,-68,-95,-95,-66,-66,-64,-63,-66,-95,-95,-95,-95,-95,-73,-73,-95,-95,-95,-95,-95,-95,-84
695,-81,-95,-95,-95,-95,-95,-74,-84,-95,-95,-95,-95,-79,-77,-80,-77,-77,-95,-95,-95,-95,-95,-95,-95,-52,-52,-52,-50,-50,-69,-70,-69,-70,-71,-95,-87,-95,-95,-95,-95,-95,-95,-95,-87,-89,-88,-88,-87,-84,-81,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-79,-80,-80,-60,-78,-84,-66,-68,-68,-83,-82,-95,-95,-95,-95,-95,-58,-95,-79,-79,-78,-78,-81,-45,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
364,-95,-95,-95,-95,-95,-95,-95,-95,-78,-79,-65,-71,-95,-95,-95,-95,-95,-72,-95,-68,-95,-95,-95,-64,-95,-95,-95,-95,-95,-77,-80,-79,-78,-79,-95,-95,-52,-52,-55,-57,-53,-95,-66,-95,-95,-95,-95,-87,-66,-65,-62,-68,-95,-64,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-75,-73,-75,-84,-74,-95,-51,-51,-51,-50,-63,-95,-87,-58,-58,-58,-57,-57,-95,-95,-95,-95,-95,-60,-65,-95,-95,-95,-95,-95,-95,-87
360,-95,-95,-95,-95,-95,-95,-95,-95,-69,-79,-77,-74,-95,-95,-95,-95,-95,-64,-95,-64,-95,-95,-95,-62,-95,-95,-95,-95,-95,-80,-80,-80,-77,-79,-95,-95,-52,-52,-55,-57,-53,-95,-66,-95,-95,-95,-95,-95,-70,-70,-68,-62,-95,-74,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-67,-71,-63,-74,-66,-95,-51,-51,-51,-50,-89,-95,-79,-51,-54,-61,-61,-61,-95,-95,-95,-95,-95,-63,-65,-95,-95,-95,-95,-95,-95,-74
426,-88,-95,-95,-95,-95,-95,-95,-95,-82,-81,-79,-77,-95,-95,-95,-95,-95,-69,-67,-73,-67,-67,-65,-78,-95,-95,-95,-95,-95,-74,-74,-92,-72,-83,-95,-95,-88,-89,-95,-89,-88,-95,-68,-89,-89,-88,-89,-89,-95,-95,-95,-53,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-95,-95,-95,-65,-71,-66,-95,-73,-91,-95,-95,-95,-95,-78,-95,-89,-42,-40,-42,-42,-43,-95,-95,-95,-95,-95,-65,-68,-95,-95,-95,-95,-95,-95,-92
308,-95,-95,-95,-95,-95,-95,-95,-86,-81,-80,-80,-79,-95,-88,-95,-95,-95,-58,-95,-63,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-53,-95,-95,-95,-87,-74,-75,-76,-67,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-84,-87,-47,-60,-87,-95,-63,-63,-63,-65,-65,-95,-69,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-75,-76,-95,-95,-95,-95,-95,-89,-67
449,-88,-95,-95,-95,-95,-95,-95,-95,-74,-73,-72,-74,-95,-95,-95,-95,-95,-59,-65,-65,-65,-63,-63,-62,-95,-95,-95,-95,-95,-68,-68,-68,-73,-95,-95,-95,-60,-95,-95,-95,-60,-95,-63,-71,-73,-71,-67,-95,-95,-95,-95,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-63,-65,-62,-66,-65,-67,-63,-63,-60,-63,-65,-95,-72,-43,-46,-95,-95,-49,-95,-95,-95,-95,-95,-66,-64,-95,-95,-95,-95,-95,-88,-78
823,-87,-95,-95,-95,-95,-95,-76,-85,-95,-95,-95,-95,-87,-87,-86,-87,-87,-86,-95,-95,-95,-95,-95,-95,-64,-64,-81,-55,-67,-58,-68,-82,-85,-68,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-70,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-58,-95,-69,-71,-55,-77,-92,-92,-95,-95,-95,-95,-95,-61,-95,-95,-95,-95,-95,-95,-54,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
300,-95,-95,-95,-95,-95,-95,-95,-88,-75,-72,-72,-72,-95,-88,-95,-95,-95,-65,-71,-61,-68,-68,-70,-73,-90,-95,-95,-91,-95,-65,-65,-61,-66,-65,-95,-95,-68,-65,-64,-67,-66,-95,-71,-95,-95,-95,-95,-95,-68,-68,-84,-69,-95,-70,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-65,-63,-67,-64,-93,-95,-63,-63,-63,-65,-65,-95,-69,-58,-55,-59,-58,-62,-95,-95,-95,-95,-95,-69,-71,-95,-95,-95,-95,-95,-89,-76
303,-95,-95,-95,-95,-95,-95,-95,-87,-75,-72,-72,-72,-95,-88,-95,-95,-95,-55,-95,-58,-95,-95,-95,-70,-90,-95,-95,-91,-95,-65,-65,-61,-53,-65,-95,-95,-87,-84,-73,-72,-87,-95,-79,-95,-95,-95,-95,-95,-68,-68,-84,-69,-95,-70,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-53,-50,-50,-51,-53,-95,-63,-63,-63,-65,-65,-95,-69,-95,-95,-59,-58,-62,-95,-95,-95,-95,-95,-80,-76,-95,-95,-95,-95,-95,-89,-71
447,-88,-95,-95,-95,-95,-95,-95,-95,-67,-64,-66,-66,-95,-95,-95,-95,-95,-68,-64,-69,-64,-62,-62,-84,-95,-95,-95,-95,-95,-84,-95,-95,-74,-95,-95,-95,-95,-95,-95,-95,-87,-95,-63,-74,-73,-76,-76,-95,-95,-95,-95,-61,-95,-95,-95,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-70,-61,-65,-62,-72,-67,-63,-63,-60,-63,-53,-95,-82,-43,-46,-95,-95,-49,-95,-95,-95,-95,-95,-66,-63,-95,-95,-95,-95,-95,-88,-71
742,-81,-83,-78,-78,-80,-83,-46,-87,-95,-95,-95,-95,-89,-90,-91,-90,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-77,-95,-83,-82,-82,-82,-82,-90,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-87,-88,-86,-95,-87,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-78,-77,-90,-77,-77,-95,-95,-95,-95,-95,-95,-49,-95,-95,-95,-95,-95,-95,-61,-95,-95,-95,-95,-95,-95,-95,-91,-90,-88,-90,-95,-95
589,-78,-95,-95,-95,-95,-95,-95,-95,-79,-78,-70,-70,-95,-95,-89,-89,-89,-65,-72,-75,-70,-72,-70,-70,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-64,-95,-95,-95,-55,-95,-95,-95,-95,-95,-95,-95,-84,-84,-55,-55,-95,-84,-95,-95,-95,-95,-95,-95,-95,-75,-95,-86,-95,-95,-79,-75,-72,-89,-73,-75,-58,-68,-66,-68,-68,-68,-95,-86,-40,-40,-35,-40,-20,-89,-95,-90,-88,-89,-69,-95,-95,-95,-95,-95,-95,-95,-88
245,-68,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-85,-91,-93,-95,-95,-95,-95,-95,-95,-95,-95,-84,-68,-95,-95,-72,-84,-76,-75,-75,-77,-72,-86,-80,-95,-75,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-48,-95,-95,-95,-95,-95,-95,-95,-47,-47,-44,-47,-41,-89,-89,-89,-89,-89,-95,-95,-95,-95,-95,-95,-95,-88,-95
381,-95,-95,-95,-95,-95,-95,-95,-95,-67,-81,-63,-63,-83,-87,-83,-82,-84,-73,-69,-68,-66,-69,-69,-85,-95,-95,-95,-95,-95,-86,-88,-89,-88,-87,-95,-95,-95,-95,-95,-95,-66,-95,-95,-95,-95,-88,-95,-95,-72,-73,-73,-61,-95,-75,-95,-95,-95,-95,-95,-95,-95,-63,-95,-95,-95,-89,-95,-82,-81,-66,-85,-82,-66,-73,-73,-73,-70,-75,-95,-87,-52,-52,-52,-54,-48,-95,-95,-95,-95,-95,-49,-95,-95,-95,-95,-95,-95,-95,-88
691,-73,-95,-95,-95,-95,-95,-74,-75,-95,-95,-95,-95,-79,-77,-80,-77,-77,-95,-95,-95,-95,-95,-95,-95,-52,-52,-52,-51,-50,-55,-56,-59,-59,-58,-95,-87,-95,-95,-95,-95,-95,-95,-95,-87,-89,-88,-88,-87,-84,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-80,-80,-68,-78,-87,-86,-89,-88,-89,-82,-95,-95,-95,-95,-95,-58,-95,-79,-79,-78,-78,-81,-49,-45,-45,-45,-45,-95,-95,-95,-95,-95,-95,-95,-95,-95
384,-95,-95,-95,-95,-95,-95,-95,-95,-70,-84,-86,-84,-83,-87,-83,-82,-84,-73,-69,-80,-66,-73,-69,-90,-95,-95,-95,-95,-95,-80,-81,-80,-80,-87,-95,-95,-95,-95,-95,-95,-63,-95,-95,-95,-95,-88,-95,-95,-58,-61,-56,-58,-95,-59,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-88,-69,-90,-72,-71,-69,-73,-73,-73,-70,-75,-95,-86,-52,-95,-51,-49,-51,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-95,-80
242,-72,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-75,-95,-95,-95,-95,-78,-95,-95,-69,-70,-70,-69,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-45,-95,-95,-95,-95,-95,-95,-95,-47,-47,-44,-47,-43,-89,-89,-89,-89,-89,-89,-95,-95,-95,-95,-95,-95,-88,-95
102,-95,-88,-86,-88,-87,-86,-40,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-86,-91,-84,-95,-95,-95,-95,-95,-95,-86,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-80,-87,-78,-95,-81,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
389,-95,-95,-95,-95,-95,-95,-95,-95,-87,-65,-65,-64,-83,-87,-83,-82,-84,-95,-69,-80,-66,-73,-69,-80,-95,-95,-95,-95,-95,-88,-81,-85,-73,-87,-95,-95,-95,-95,-95,-95,-66,-95,-95,-95,-95,-88,-95,-95,-59,-57,-59,-60,-95,-59,-95,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-87,-74,-89,-75,-76,-91,-73,-73,-73,-70,-68,-95,-86,-50,-51,-51,-49,-51,-95,-95,-95,-95,-95,-59,-95,-95,-95,-95,-95,-95,-95,-80
615,-71,-95,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-88,-95,-95,-88,-95,-95,-95,-95,-75,-95,-95,-95,-78,-81,-95,-82,-76,-95,-83,-95,-95,-71,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-86,-82,-83,-86,-87,-44,-87,-87,-87,-86,-88,-95,-95,-95,-95,-95,-95,-42,-89,-95,-95,-88,-90,-80,-82,-95,-95,-95,-95,-95,-95,-95
106,-95,-88,-86,-88,-87,-86,-32,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-86,-91,-84,-95,-95,-95,-95,-95,-95,-86,-53,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-80,-95,-78,-95,-81,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
847,-58,-95,-95,-95,-95,-95,-83,-86,-95,-95,-95,-95,-74,-76,-74,-74,-74,-90,-95,-95,-95,-95,-95,-95,-34,-33,-34,-50,-46,-75,-82,-82,-82,-82,-95,-90,-95,-95,-95,-95,-95,-95,-95,-81,-81,-77,-80,-82,-95,-95,-95,-95,-95,-95,-92,-95,-95,-95,-95,-95,-95,-95,-59,-61,-59,-50,-64,-56,-72,-67,-71,-74,-79,-95,-95,-95,-95,-95,-62,-95,-95,-95,-95,-95,-95,-45,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
786,-88,-91,-92,-91,-91,-91,-61,-88,-95,-95,-95,-95,-78,-76,-80,-78,-78,-95,-95,-95,-95,-95,-95,-95,-74,-74,-74,-69,-74,-74,-72,-72,-72,-89,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-87,-95,-73,-71,-73,-68,-77,-79,-72,-77,-78,-79,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-91,-91,-95,-95,-95,-95,-95
38,-74,-95,-95,-95,-95,-95,-77,-82,-95,-95,-95,-95,-95,-78,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-42,-44,-41,-41,-55,-63,-61,-63,-66,-63,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95,-95,-92,-95,-95,-95,-95,-95,-95,-95,-95,-95,-58,-58,-61,-66,-58,-95,-95,-61,-95,-95,-88,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-60,-49,-44,-49,-18,-95,-95,-95,-95,-95,-95,-95,-95,-95
782,-81,-91,-92,-91,-91,-91,-61,-77,-95,-95,-95,-95,-88,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-74,-74,-77,-74,-82,-80,-82,-86,-82,-90,-65,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-81,-82,-81,-83,-81,-87,-95,-73,-71,-73,-80,-77,-78,-79,-78,-76,-77,-95,-95,-95,-95,-95,-95,-54,-95,-95,-95,-95,-95,-95,-50,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95
840,-63,-95,-95,-95,-95,-95,-80,-76,-95,-95,-95,-95,-69,-70,-79,-77,-78,-90,-95,-95,-95,-95,-95,-95,-34,-33,-34,-32,-34,-75,-73,-75,-75,-75,-95,-87,-95,-95,-95,-95,-95,-95,-95,-81,-81,-74,-80,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-95,-65,-102,-63,-64,-66,-85,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-47,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
30,-61,-95,-95,-95,-95,-95,-81,-87,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-55,-52,-54,-88,-55,-87,-95,-95,-86,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-58,-58,-61,-61,-58,-95,-95,-67,-95,-81,-95,-95,-95,-95,-95,-95,-63,-95,-95,-95,-95,-95,-95,-42,-49,-44,-49,-18,-95,-95,-95,-95,-95,-95,-95,-95,-95
34,-68,-95,-95,-95,-95,-95,-81,-87,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-55,-40,-39,-45,-55,-87,-95,-95,-86,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-58,-58,-61,-58,-58,-95,-95,-68,-95,-81,-95,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-48,-49,-44,-49,-18,-95,-95,-95,-95,-95,-95,-95,-95,-95
640,-48,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-91,-82,-82,-83,-82,-81,-95,-95,-95,-95,-95,-95,-95,-82,-87,-87,-80,-76,-95,-95,-95,-95,-95,-88,-95,-79,-89,-87,-90,-86,-95,-95,-95,-95,-84,-95,-95,-82,-95,-95,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-95,-95,-89,-91,-89,-95,-51,-95,-95,-95,-95,-95,-90,-95,-48,-48,-47,-48,-36,-71,-95,-95,-95,-95,-81,-95,-95,-95,-95,-95,-95,-83,-95
644,-49,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-82,-82,-83,-82,-81,-95,-95,-95,-95,-95,-95,-95,-95,-87,-87,-82,-74,-95,-95,-95,-95,-95,-90,-95,-88,-84,-86,-88,-86,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-95,-95,-89,-91,-89,-95,-54,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-61,-67,-95,-95,-95,-95,-81,-95,-95,-95,-95,-95,-95,-83,-95
647,-41,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-82,-82,-83,-82,-81,-95,-95,-95,-95,-95,-95,-95,-90,-95,-85,-69,-84,-95,-95,-95,-95,-95,-90,-95,-88,-84,-86,-88,-86,-95,-95,-95,-95,-84,-95,-91,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-62,-95,-91,-91,-91,-90,-90,-61,-95,-95,-95,-95,-95,-82,-95,-59,-60,-60,-59,-63,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-95
160,-95,-95,-95,-95,-95,-95,-71,-79,-95,-95,-95,-95,-86,-87,-86,-81,-86,-84,-95,-95,-95,-95,-95,-95,-72,-72,-70,-74,-66,-74,-75,-74,-75,-72,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-90,-95,-95,-91,-88,-74,-95,-79,-95,-72,-55,-95,-95,-95,-95,-95,-95,-95,-78,-76,-90,-57,-78,-71,-71,-64,-74,-69,-95,-95,-95,-95,-95,-95,-50,-95,-95,-95,-95,-95,-95,-49,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
